0	1
1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
15	1
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
29	2
30	1
31	2
32	2
33	1
34	1
35	2
36	2
37	1
38	1
39	1
40	2
41	1
42	1
43	2
44	2
45	2
46	2
47	2
48	2
49	1
50	1
51	1
52	2
53	2
54	2
55	1
56	1
57	1
58	2
59	2
60	1
61	2
62	2
63	2
64	1
65	2
66	2
67	2
68	2
69	2
70	2
71	3
72	3
73	3
74	2
75	2
76	3
77	3
78	3
79	2
80	3
81	3
82	2
83	2
84	3
85	3
86	3
87	3
88	3
89	3
90	3
91	3
92	3
93	2
94	3
95	2
96	2
97	3
98	2
99	4
100	2
101	4
102	2
103	4
104	2
105	2
106	2
107	2
108	4
109	4
110	3
111	3
112	4
113	3
114	3
115	4
116	4
117	3
118	3
119	4
120	4
121	5
122	5
123	5
124	4
125	3
126	5
127	5
128	3
129	3
130	4
131	3
132	4
133	5
134	5
135	5
136	3
137	4
138	4
139	4
140	6
141	6
142	6
143	6
144	4
145	5
146	6
147	6
148	4
149	5
150	6
151	5
152	6
153	5
154	5
155	7
156	5
157	4
158	4
159	6
160	6
161	5
162	7
163	5
164	7
165	7
166	6
167	6
168	7
169	8
170	6
171	5
172	5
173	5
174	7
175	7
176	6
177	5
178	8
179	8
180	5
181	6
182	7
183	9
184	8
185	8
186	8
187	7
188	9
189	8
190	7
191	6
192	10
193	8
194	8
195	8
196	10
197	9
198	8
199	8
200	9
201	11
202	7
203	9
204	11
205	10
206	10
207	7
208	9
209	10
210	9
211	8
212	10
213	8
214	9
215	12
216	9
217	9
218	8
219	11
220	8
221	13
222	12
223	13
224	9
225	10
226	12
227	9
228	14
229	13
230	12
231	10
232	14
233	12
234	13
235	15
236	11
237	13
238	11
239	13
240	16
241	13
242	12
243	13
244	14
245	12
246	15
247	15
248	16
249	13
250	12
251	18
252	14
253	15
254	16
255	16
256	15
257	16
258	15
259	18
260	13
261	14
262	13
263	16
264	18
265	17
266	15
267	15
268	20
269	14
270	16
271	20
272	19
273	22
274	22
275	19
276	21
277	23
278	18
279	22
280	22
281	16
282	17
283	25
284	21
285	18
286	20
287	26
288	20
289	22
290	17
291	18
292	23
293	26
294	22
295	19
296	25
297	22
298	21
299	19
300	20
301	27
302	22
303	26
304	20
305	24
306	25
307	31
308	25
309	31
310	28
311	31
312	27
313	26
314	22
315	22
316	34
317	23
318	32
319	28
320	34
321	32
322	25
323	25
324	37
325	35
326	32
327	29
328	39
329	27
330	30
331	37
332	37
333	30
334	39
335	41
336	35
337	36
338	36
339	39
340	38
341	43
342	35
343	41
344	34
345	42
346	33
347	41
348	31
349	33
350	46
351	46
352	45
353	38
354	41
355	50
356	50
357	51
358	52
359	42
360	41
361	52
362	50
363	39
364	39
365	53
366	45
367	48
368	46
369	48
370	45
371	45
372	51
373	55
374	45
375	52
376	50
377	49
378	63
379	59
380	46
381	59
382	47
383	65
384	66
385	62
386	48
387	51
388	62
389	69
390	63
391	70
392	72
393	65
394	71
395	70
396	56
397	60
398	65
399	71
400	79
401	62
402	58
403	58
404	83
405	75
406	69
407	74
408	63
409	64
410	87
411	89
412	68
413	66
414	68
415	71
416	71
417	77
418	94
419	81
420	91
421	65
422	78
423	87
424	100
425	82
426	100
427	71
428	101
429	102
430	108
431	98
432	90
433	110
434	98
435	103
436	84
437	102
438	102
439	117
440	115
441	97
442	89
443	107
444	118
445	102
446	101
447	113
448	109
449	122
450	123
451	88
452	110
453	115
454	104
455	93
456	119
457	117
458	122
459	139
460	101
461	122
462	146
463	100
464	107
465	152
466	134
467	126
468	152
469	134
470	119
471	141
472	154
473	159
474	121
475	159
476	165
477	146
478	164
479	150
480	159
481	145
482	151
483	136
484	129
485	125
486	148
487	146
488	173
489	130
490	168
491	157
492	199
493	178
494	160
495	182
496	183
497	187
498	182
499	154
500	177
501	167
502	212
503	157
504	174
505	179
506	190
507	215
508	202
509	189
510	178
511	194
512	211
513	204
514	241
515	249
516	199
517	188
518	257
519	239
520	196
521	239
522	200
523	216
524	211
525	208
526	267
527	271
528	215
529	278
530	212
531	275
532	216
533	239
534	207
535	208
536	251
537	255
538	314
539	253
540	290
541	261
542	313
543	283
544	306
545	230
546	286
547	249
548	293
549	342
550	305
551	258
552	243
553	287
554	358
555	340
556	283
557	271
558	309
559	271
560	374
561	396
562	312
563	306
564	368
565	378
566	359
567	324
568	392
569	333
570	399
571	392
572	400
573	389
574	432
575	363
576	426
577	418
578	404
579	438
580	410
581	414
582	456
583	486
584	455
585	358
586	352
587	400
588	460
589	432
590	420
591	493
592	499
593	531
594	487
595	438
596	525
597	562
598	402
599	499
600	569
601	395
602	490
603	404
604	573
605	503
606	431
607	488
608	540
609	581
610	592
611	474
612	509
613	565
614	640
615	465
616	662
617	591
618	617
619	530
620	676
621	571
622	556
623	731
624	733
625	717
626	603
627	606
628	664
629	743
630	739
631	652
632	708
633	608
634	814
635	571
636	823
637	622
638	684
639	863
640	831
641	707
642	783
643	768
644	793
645	692
646	746
647	718
648	725
649	737
650	704
651	736
652	837
653	988
654	746
655	802
656	876
657	963
658	736
659	819
660	791
661	1075
662	1067
663	1078
664	817
665	775
666	897
667	998
668	790
669	931
670	1040
671	1184
672	1031
673	1007
674	905
675	1186
676	921
677	971
678	1129
679	1213
680	939
681	1274
682	916
683	1143
684	1268
685	920
686	1273
687	1021
688	1277
689	1311
690	1165
691	1350
692	1335
693	1183
694	1496
695	1177
696	1446
697	1292
698	1106
699	1486
700	1520
701	1358
702	1268
703	1513
704	1303
705	1269
706	1478
707	1482
708	1195
709	1586
710	1510
711	1528
712	1551
713	1211
714	1582
715	1828
716	1460
717	1411
718	1591
719	1783
